nome;sigla;municipio;id_uf;uf
UNIÃO LATINO-AMERICADA DE TECNOLOGIA;ULT;Jaguariaíva;41;PR
Faculdade Estácio do Pará - Estácio FAP;ESTÁCIO FAP;Belém;15;PA
FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS;FCT;Lauro de Freitas;29;BA
FACULDADE CIDADE LUZ;FACILUZ;Ilha Solteira;35;SP
FACULDADE DO FUTURO;FAF;Manhuaçu;31;MG
FACULDADE SUDAMÉRICA;SUDAMÉRICA;Cataguases;31;MG
FACULDADE FIGUEIREDO COSTA - FIC;;Maceió;27;AL
FACULDADE VALE DO SALGADO;FVS;Icó;23;CE
FACULDADE AMADEUS;FAMA;Aracaju;28;SE
INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO;IESMA;São Luís;21;MA
FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA;FENA;Nova Andradina;50;MS
FACULDADE DA ALTA PAULISTA;FAP;Tupã;35;SP
FACULDADE METROPOLITANA;UNNESA;Porto Velho;11;RO
FACULDADE DE CIÊNCIAS EMPRESARIAIS;FACEMP;Santo Antônio de Jesus;29;BA
FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS;FATECH;Macapá;16;AP
FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL;IEVAL;Cruzeiro do Sul;12;AC
INSTITUTO SUPERIOR DE EDUCAÇÃO PADRÃO;ISE-PADRAO;Goiânia;52;GO
INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS;IESA;Maceió;27;AL
FACULDADE REGIONAL DA BAHIA;FARB;Salvador;29;BA
FACULDADE ANGLO-AMERICANO;FAA;Foz do Iguaçu;41;PR
FACULDADE DE ITAITUBA;FAI;Itaituba;15;PA
FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA;FCM-PB;João Pessoa;25;PB
FACULDADE CENECISTA DE NOVA PETRÓPOLIS;FACENP;Nova Petrópolis;43;RS
INSTITUTO BAIANO DE ENSINO SUPERIOR;IBES;Salvador;29;BA
INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU;IESFI;Foz do Iguaçu;41;PR
INSTITUTO SUPERIOR DE EDUCAÇÃO PRÓ-SABER;ISEPS;Rio de Janeiro;33;RJ
Faculdade Doctum de Manhuaçu;DOCTUM;Manhuaçu;31;MG
FACULDADE KURIOS;FAK;Maranguape;23;CE
FACULDADE DE AURIFLAMA;FAU;Auriflama;35;SP
INSTITUTO SUPERIOR DE TEOLOGIA APLICADA;INTA;Sobral;23;CE
FACULDADE DOM BOSCO DE PORTO ALEGRE;FDB;Porto Alegre;43;RS
FACULDADE DE CIÊNCIA E TECNOLOGIA;FACITEC;Palotina;41;PR
Estácio FASE - Faculdade Estácio de Sergipe;Estácio FASE;Aracaju;28;SE
FACULDADE MAX PLANCK;FMP;Indaiatuba;35;SP
FACULDADE CALAFIORI;CALAFIORI;São Sebastião do Paraíso;31;MG
ESCOLA DE DIREITO DO RIO DE JANEIRO;DIREITO RIO;Rio de Janeiro;33;RJ
Escola de Direito de São Paulo - FGV DIREITO SP;FGV DIREITO SP;São Paulo;35;SP
ESCOLA DE ECONOMIA DE SÃO PAULO;EESP;São Paulo;35;SP
FACULDADE FAPAN;FAPAN;São Bernardo do Campo;35;SP
FACULDADE ESTÁCIO DE SÁ DE VITÓRIA;FESV;Vitória;32;ES
FACULDADE DOM BOSCO;FDB;Curitiba;41;PR
FACULDADE PARAÍSO;FAP;São Gonçalo;33;RJ
FACULDADE DE JAGUARIÚNA;FAJ;Jaguariúna;35;SP
CENTRO UNIVERSITÁRIO INTERNACIONAL;UNINTER;Curitiba;41;PR
FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Uberlândia;31;MG
FACULDADE ALVES FARIA;ALFA;Goiânia;52;GO
FACULDADE CATÓLICA SALESIANA DO ESPÍRITO SANTO;;Vitória;32;ES
FACULDADE ESTÁCIO DE SÁ DE VILA VELHA;FESVV;Vila Velha;32;ES
FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO;FASC;Santa Cruz do Rio Pardo;35;SP
INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA;FAVI;Vitória;32;ES
FACULDADE ANHANGUERA DE TABOÃO DA SERRA;FATS;Taboão da Serra;35;SP
FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU;FAESI;São Miguel do Iguaçu;41;PR
FACULDADE LATINO AMERICANA DE EDUCAÇÃO;FLATED;Fortaleza;23;CE
FACULDADE PITÁGORAS DE JUNDIAÍ;PIT JUNDIAÍ;Jundiaí;35;SP
FACULDADE DOUTOR LEOCÁDIO JOSÉ CORREIA;FALEC;Curitiba;41;PR
FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ;;Maceió;27;AL
INSTITUTO CENECISTA FAYAL DE ENSINO SUPERIOR;IFES;Itajaí;42;SC
FACULDADE PROJEÇÃO DE CEILÂNDIA;FACEB;Brasília;53;DF
FACULDADE METROPOLITANA DE MARINGÁ;;Maringá;41;PR
Centro Universitário Estácio de Belo Horizonte - Estácio BH;ESTÁCIO BH;Belo Horizonte;31;MG
CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;ESTÁCIO SANTA CATARI;São José;42;SC
INSTITUTO DE CIÊNCIAS JURÍDICAS E SOCIAIS PROFESSOR CAMILLO FILHO;ICF;Teresina;22;PI
FACULDADE VALE DO CRICARÉ;F.V.C.;São Mateus;32;ES
FACULDADE DE EDUCAÇÃO DE PORTO VELHO;UNIRON;Porto Velho;11;RO
FACULDADE DE VINHEDO;FV;Vinhedo;35;SP
FACULDADE ANHANGUERA DE TAGUATINGA;;Brasília;53;DF
FACULDADE DE PATO BRANCO;FADEP;Pato Branco;41;PR
FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS;FFIA;São Paulo;35;SP
FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM;ESTÁCIO BELÉM;Belém;15;PA
FACULDADE DE DIREITO FRANCISCO BELTRÃO;CESUL;Francisco Beltrão;41;PR
FACULDADES INTEGRADAS OLGA METTIG;FAMETTIG;Salvador;29;BA
FACULDADE DE TECNOLOGIA SENAI ANTOINE SKAF;SENAI;São Paulo;35;SP
FACULDADE CENECISTA DE JOINVILLE - FACE;FCJ;Joinville;42;SC
FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS NOSSA SENHORA APARECIDA;FNSA;Sertãozinho;35;SP
Faculdade de Pinhais;FAPI;Pinhais;41;PR
FACULDADE DE TELÊMACO BORBA;FATEB;Telêmaco Borba;41;PR
FACULDADE PROJEÇÃO;FAPRO;Brasília;53;DF
FACULDADE ÍTALO BRASILEIRA;FIB;Cariacica;32;ES
INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA;IESUR;Ariquemes;11;RO
FACULDADE FLAMINGO;;São Paulo;35;SP
CENTRO UNIVERSITÁRIO GERALDO DI BIASE;UGB;Volta Redonda;33;RJ
FACULDADE DECISÃO;FADEC;Florianópolis;42;SC
INSTITUTO DE EDUCAÇÃO SUPERIOR DE BOITUVA;FIB;Boituva;35;SP
FACULDADE DE EDUCAÇÃO SÃO FRANCISCO;FAESF;Pedreiras;21;MA
FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE;ESTÁCIO FMJ;Juazeiro do Norte;23;CE
FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU;FEPI;Foz do Iguaçu;41;PR
FACULDADE PIAUIENSE;FAP;Parnaíba;22;PI
FACULDADES INTEGRADAS DO VALE DO RIBEIRA;FIVR;Registro;35;SP
FACULDADE SETE DE SETEMBRO;FA7;Fortaleza;23;CE
UNIVERSIDADE FUMEC;FUMEC;Belo Horizonte;31;MG
Faculdade Doctum de João Monlevade;DOCTUM;João Monlevade;31;MG
CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO;UNESC;Colatina;32;ES
FACULDADE DE ILHA SOLTEIRA;FAISA;Ilha Solteira;35;SP
CENTRO UNIVERSITÁRIO DA FACULDADE DE SAÚDE, CIÊNCIAS HUMANAS E TECNOLÓGICAS DO PIAUÍ;NOVAFAPI;Teresina;22;PI
FACULDADE SUL FLUMINENSE;FASF;Volta Redonda;33;RJ
FACULDADE UNIME DE CIÊNCIAS JURÍDICAS;FCJ;Lauro de Freitas;29;BA
FACULDADE VIZINHANÇA VALE DO IGUAÇU;VIZIVALI;Dois Vizinhos;41;PR
FACULDADES INTEGRADAS DE CARATINGA;FIC;Caratinga;31;MG
FACULDADES INTEGRADAS DE ARARAQUARA;FIAR;Araraquara;35;SP
FACULDADE UNIME DE CIÊNCIAS SOCIAIS;FCS;Lauro de Freitas;29;BA
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;FACISA;Itamaraju;29;BA
FACULDADE ALFREDO NASSER;FAN;Aparecida de Goiânia;52;GO
FACULDADE EDUCACIONAL DE MEDIANEIRA;FACEMED;Medianeira;41;PR
CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ;UNIARAXÁ;Araxá;31;MG
INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS;FASERRA;Serra;32;ES
FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ;FACINOR;Loanda;41;PR
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;IFSul;Pelotas;43;RS
FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES;FACESA;Valparaíso de Goiás;52;GO
FACULDADE DA CIDADE DE SANTA LUZIA;FACSAL;Santa Luzia;31;MG
FACULDADE DE TECNOLOGIA DE INDAIATUBA;FATEC-ID;Indaiatuba;35;SP
FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ;FATEC GT;Guaratinguetá;35;SP
FACULDADE ENERGIA DE ADMINISTRAÇÃO E NEGÓCIOS;FEAN;Florianópolis;42;SC
UNIVERSIDADE DO VALE DO SAPUCAÍ;UNIVÁS;Pouso Alegre;31;MG
FACULDADES INTEGRADAS DE TANGARÁ DA SERRA;FITS;Tangará da Serra;51;MT
FACULDADE ESTÁCIO DE SÃO LUÍS;ESTÁCIO SÃO LUÍS;São Luís;21;MA
FACULDADE ESTÁCIO MACAPÁ - ESTÁCIO MACAPÁ;ESTÁCIO MACAPÁ;Macapá;16;AP
FACULDADE DE ODONTOLOGIA DE MANAUS;FOM;Manaus;13;AM
FACULDADE SANTA FÉ;CESSF;São Luís;21;MA
FACULDADE POLITÉCNICA DE UBERLÂNDIA;FPU;Uberlândia;31;MG
INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES;IPTAN;São João del Rei;31;MG
INSTITUTO DE CIÊNCIAS DA SAÚDE;ICS;Montes Claros;31;MG
FACULDADE CIDADE DE COROMANDEL;FCC;Coromandel;31;MG
FACULDADE DE ADMINISTRAÇÃO DE NOVA ANDRADINA - FANOVA;FANOVA;Nova Andradina;50;MS
FACULDADES INTEGRADAS DE CASSILÂNDIA;FIC;Cassilândia;50;MS
FACULDADE LUTERANA SÃO MARCOS;FALSM;Alvorada;43;RS
FACULDADE DOS CERRADOS PIAUIENSES;FCP;Corrente;22;PI
FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA;FAETE;Teresina;22;PI
FACULDADE EDUCACIONAL DE ARAPOTI;FATI;Arapoti;41;PR
FACULDADE SUL BRASIL;FASUL;Toledo;41;PR
FACULDADE ADVENTISTA PARANAENSE;IAP;Ivatuba;41;PR
FACULDADE ASTORGA;FAAST;Astorga;41;PR
INSTITUTO SUPERIOR DO LITORAL DO PARANÁ;ISULPAR;Paranaguá;41;PR
FACULDADE ANGEL VIANNA;FAV;Rio de Janeiro;33;RJ
INSTITUTO BLUMENAUENSE DE ENSINO SUPERIOR;IBES;Blumenau;42;SC
FACULDADE ERNESTO RISCALI;FAER;Olímpia;35;SP
FACULDADE SANTA RITA;FASAR;Novo Horizonte;35;SP
FACULDADE NETWORK;NWK;Nova Odessa;35;SP
FACULDADE DO INTERIOR PAULISTA;FIP;Barra Bonita;35;SP
FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA;FCAA;Andradina;35;SP
FACULDADE MARECHAL RONDON;FMR;São Manuel;35;SP
FACULDADE PITÁGORAS DE LONDRINA;;Londrina;41;PR
CASTELLI ESCOLA SUPERIOR DE HOTELARIA;CASTELLI ESH;Canela;43;RS
FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS DE MACEIÓ;FAMA;Maceió;27;AL
FACULDADE DO AMAZONAS;IAES;Manaus;13;AM
FACULDADE HÉLIO ROCHA;FHR;Salvador;29;BA
FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS;FACULDADE AGES;Paripiranga;29;BA
FACULDADE SOCIAL DA BAHIA;FSBA;Salvador;29;BA
FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA;FTC;Itabuna;29;BA
FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA;FAT;Feira de Santana;29;BA
FACULDADE UNIME DE EDUCAÇÃO E COMUNICAÇÃO;FEC;Lauro de Freitas;29;BA
FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ;FTC;Jequié;29;BA
FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO;FECIPAR;Paraíso do Tocantins;17;TO
FACULDADE DE ENSINO E CULTURA DO CEARÁ;FAECE;Fortaleza;23;CE
FACULDADE DE EDUCAÇÃO;ISECUB;Vitória;32;ES
FACULDADE DE CIÊNCIA E EDUCAÇÃO DO CAPARAÓ;FACEC;Guaçuí;32;ES
FACULDADE CENECISTA DE SETE LAGOAS;FCSL;Sete Lagoas;31;MG
INSTITUTO DE ENSINO SUPERIOR DE TERESINA;IEST;Teresina;22;PI
FACULDADE EDUCACIONAL DE DOIS VIZINHOS;FAED;Dois Vizinhos;41;PR
FACULDADE INTEGRADA DA GRANDE FORTALEZA;FGF;Fortaleza;23;CE
FACULDADE ESTÁCIO DE SÁ DE OURINHOS;FAESO;Ourinhos;35;SP
CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA;ESTÁCIO BRASÍLIA;Brasília;53;DF
Faculdade Projeção de Sobradinho;FAPRO;Brasília;53;DF
Faculdade Doctum de Administração e Educação de Vitória;DOCTUM;Vitória;32;ES
FACULDADE ARAGUAIA;FARA;Goiânia;52;GO
FACULDADE DA SAÚDE E ECOLOGIA HUMANA;FASEH;Vespasiano;31;MG
FACULDADE KENNEDY;FK;João Monlevade;31;MG
FACULDADE NOVOS HORIZONTES;NOVOS HORIZONTES;Belo Horizonte;31;MG
FACULDADE ANHANGUERA DE NEGÓCIOS DE BELO HORIZONTE;;Belo Horizonte;31;MG
INSTITUTO METROPOLITANO DE ENSINO SUPERIOR;IMES;Ipatinga;31;MG
FACULDADE ASA DE BRUMADINHO;IECEMB - FAB;Brumadinho;31;MG
INSTITUTO ESPERANÇA DE ENSINO SUPERIOR;IESPES;Santarém;15;PA
FACULDADE METROPOLITANA DA GRANDE RECIFE;UNESJ;Jaboatão dos Guararapes;26;PE
FACULDADE SÃO MIGUEL;FACULDADE SÃO MIGUEL;Recife;26;PE
FACULDADE DE ENSINO SUPERIOR DO PIAUÍ;FAESPI;Teresina;22;PI
FACULDADE DE CIÊNCIAS DE WENCESLAU BRAZ;FACIBRA;Wenceslau Braz;41;PR
FACULDADE DE CAMPINA GRANDE DO SUL;FACSUL;Campina Grande do Sul;41;PR
FACULDADE DE CIÊNCIAS E TECNOLOGIA MATER CHRISTI;MATER CHRISTI;Mossoró;24;RN
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS IBMEC;FACULDADES IBMEC;Rio de Janeiro;33;RJ
FACULDADE SALESIANA MARIA AUXILIADORA;FSMA;Macaé;33;RJ
FACULDADE PIAUIENSE;FAP;Teresina;22;PI
FACULDADE BARDDAL DE CIÊNCIAS CONTÁBEIS;FB-CC;Florianópolis;42;SC
FACULDADE BARDDAL DE ARTES APLICADAS;FB-AA;Florianópolis;42;SC
FACULDADE SANTA IZILDINHA;FIESI;São Paulo;35;SP
FACULDADE DE SÃO VICENTE;FSV;São Vicente;35;SP
ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA;ESPF;Porto Ferreira;35;SP
FACULDADE ITANHAÉM;FAITA;Itanhaém;35;SP
ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI;ESUCRI;Criciúma;42;SC
FACULDADE DE EDUCAÇÃO DE BOM DESPACHO;FACEB;Bom Despacho;31;MG
FACULDADE CENTRAL DE CRISTALINA;FACEC;Cristalina;52;GO
FACULDADE ESCRITOR OSMAN DA COSTA LINS;FACOL;Vitória de Santo Antão;26;PE
FACULDADE DE EDUCAÇÃO DE JARU;UNICENTRO;Jaru;11;RO
FACULDADE PROMOVE DE SETE LAGOAS;FSLMG;Sete Lagoas;31;MG
FACULDADE MACHADO DE ASSIS;FAMA;Rio de Janeiro;33;RJ
CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA;ESTÁCIO AMAZÔNIA;Boa Vista;14;RR
INSTITUTO DE ENSINO SUPERIOR DE RIO VERDE;IESRIVER;Rio Verde;52;GO
FACULDADE DE INFORMÁTICA DO RECIFE;FACIR;Olinda;26;PE
FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE;FACCOR;Olinda;26;PE
INSTITUTO PERNAMBUCANO DE ENSINO SUPERIOR;IPESU;Recife;26;PE
FACULDADE INTEGRADA DE PERNAMBUCO;FACIPE;Recife;26;PE
FACULDADE ANHANGUERA DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO;FACNET;Brasília;53;DF
FACULDADE DE PRESIDENTE PRUDENTE;FAPEPE;Presidente Prudente;35;SP
FACULDADE DE CIÊNCIAS E TECNOLOGIA DE TERESINA;FACET;Teresina;22;PI
FACULDADE DE TECNOLOGIA DE SÃO VICENTE;FATEF;São Vicente;35;SP
ESCOLA SUPERIOR DE GESTÃO COMERCIAL E MARKETING;ESIC;Curitiba;41;PR
FACULDADE UNIÃO DAS AMÉRICAS;;Foz do Iguaçu;41;PR
FACULDADE DE IMPERATRIZ;FACIMP;Imperatriz;21;MA
FACULDADE NOBRE DE FEIRA DE SANTANA;FAN;Feira de Santana;29;BA
FACULDADE MINAS GERAIS;FAMIG;Belo Horizonte;31;MG
FACULDADE DE VIÇOSA;FDV;Viçosa;31;MG
FACULDADE DE PORTO VELHO;FIP;Porto Velho;11;RO
ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG;;Santo André;35;SP
FACULDADE DE GUARARAPES;FAG;Guararapes;35;SP
FACULDADE XV DE AGOSTO;FAQ;Socorro;35;SP
FACULDADE SANTA AMÉLIA;SECAL;Ponta Grossa;41;PR
FACULDADE DE CARIACICA;FAC DE CARIACICA;Cariacica;32;ES
FACULDADE INTERAMERICANA DE PORTO VELHO;UNIRON;Porto Velho;11;RO
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;;Primavera do Leste;51;MT
FACULDADE GENNARI E PEARTREE;FGP;Pederneiras;35;SP
FACULDADE DE ENSINO SUPERIOR DE MARECHAL CÂNDIDO RONDON;ISEPE  RONDON;Marechal Cândido Rondon;41;PR
FACULDADE INTEGRAL DIFERENCIAL;FACID;Teresina;22;PI
FACULDADE DE CIÊNCIAS APLICADAS DOUTOR LEÃO SAMPAIO;FLS;Juazeiro do Norte;23;CE
CENTRO UNIVERSITÁRIO LA SALLE DO RIO DE JANEIRO;UNILASALLE/RJ;Niterói;33;RJ
INSTITUTO LUTERANO DE ENSINO SUPERIOR DE PORTO VELHO;ULBRA ILES;Porto Velho;11;RO
IMP de Ensino Superior - IMP;IMP;Brasília;53;DF
FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE;CSET DRUMMOND;São Paulo;35;SP
FACULDADE DE TECNOLOGIA OSWALDO CRUZ;FATEC OSWALDO CRUZ;São Paulo;35;SP
Faculdade de Tecnologia Alvares de Azevedo;FAATESP;São Paulo;35;SP
FACULDADE LUSO-BRASILEIRA;FALUB;Carpina;26;PE
FACULDADE AUTÔNOMA DE DIREITO;FADISP;São Paulo;35;SP
FACULDADE DE ENFERMAGEM NOVA ESPERANÇA;FACENE;João Pessoa;25;PB
FACULDADE ASSOCIADA BRASIL;FAB;São Paulo;35;SP
FACULDADE INDEPENDENTE DO NORDESTE;FAINOR;Vitória da Conquista;29;BA
FACULDADE PADRE JOÃO BAGOZZI;FACULDADE BAGOZZI;Curitiba;41;PR
FACULDADE DE TECNOLOGIA E NEGÓCIOS CARLOS DRUMMOND DE ANDRADE;FTNCDA;São Paulo;35;SP
FACULDADE DE TECNOLOGIA SENAI CHAPECÓ;SENAI;Chapecó;42;SC
FACULDADE DE EDUCAÇÃO REGIONAL SERRANA;FUNPAC;Conceição do Castelo;32;ES
FACULDADE DE JOSÉ BONIFÁCIO;FJB;José Bonifácio;35;SP
FACULDADE ESPÍRITO SANTENSE;UNICAPE;Cariacica;32;ES
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;;Tangará da Serra;51;MT
FACULDADE REGIONAL SERRANA;FUNPAC;Venda Nova do Imigrante;32;ES
FACULDADE SANTA MARIA;FSM;Recife;26;PE
FACULDADE NORDESTE;FANOR;Fortaleza;23;CE
FACULDADE DE ITAPIRANGA;SEI/FAI;Itapiranga;42;SC
FACULDADE EDUCACIONAL DE PONTA GROSSA;UNIÃO;Ponta Grossa;41;PR
CENTRO UNIVERSITÁRIO DO VALE DO IPOJUCA;UNIVIP;Caruaru;26;PE
Faculdade Anhanguera de Tecnologia de Junduaí;FATJ;Jundiaí;35;SP
FACULDADE METROPOLITANA DE GUARAMIRIM;FAMEG;Guaramirim;42;SC
FACULDADE AIEC;AIEC / FAAB;Brasília;53;DF
FACULDADE HORIZONTINA;FAHOR;Horizontina;43;RS
FACULDADE INTESP;INTESP;Ipaussu;35;SP
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;FACISA - CELER;Xaxim;42;SC
Faculdade Anhanguera de São Caetano;Fasc;São Caetano do Sul;35;SP
FACULDADE DE COLIDER;FACIDER;Colíder;51;MT
INSTITUTO MACHADENSE DE ENSINO SUPERIOR;IMES;Machado;31;MG
FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA;FAAL;Limeira;35;SP
FACULDADE CATUAÍ;ICES;Cambé;41;PR
FACULDADE DO SUL DA BAHIA;FASB;Teixeira de Freitas;29;BA
FACULDADE NORTE PARANAENSE;UNINORTE;Londrina;41;PR
FACULDADE EDUCACIONAL DE CORNÉLIO PROCÓPIO;FACED;Cornélio Procópio;41;PR
FACULDADE DE REALEZA;CESREAL;Realeza;41;PR
FACULDADE DOM BOSCO DE UBIRATÃ;DOM BOSCO UBIRATÃ;Ubiratã;41;PR
FACULDADE DE TECNOLOGIA E CIÊNCIAS DE PERNAMBUCO;FATEC;Recife;26;PE
FACULDADE DE MAUÁ - FAMA;FAMA;Mauá;35;SP
FACULDADE DOS GUARARAPES;FG;Jaboatão dos Guararapes;26;PE
FACULDADE FERNÃO DIAS;FAFE;Osasco;35;SP
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ;IFCE;Fortaleza;23;CE
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;IFES;Vitória;32;ES
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO;IFPE;Recife;26;PE
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO;IFSP;São Paulo;35;SP
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;Goiânia;52;GO
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO AMAZONAS;IFAM;Manaus;13;AM
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ;IFPA;Belém;15;PA
FACULDADE DO INSTITUTO BRASIL;FIBRA;Anápolis;52;GO
INSTITUTO DE ENSINO SUPERIOR DE BAURU;IESB;Bauru;35;SP
Faculdade Estácio de Curitiba;ESTÁCIO CURITIBA;Curitiba;41;PR
FACULDADE PITÁGORAS DE BELO HORIZONTE;FPAS;Belo Horizonte;31;MG
FACULDADE FARIAS BRITO;FFB;Fortaleza;23;CE
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ;IFPI;Teresina;22;PI
FACULDADE LIONS;FAC-LIONS;Goiânia;52;GO
FACULDADE SUL-AMERICANA;FASAM;Goiânia;52;GO
INSTITUTO DE ENSINO SUPERIOR DO AMAPÁ;IESAP;Macapá;16;AP
FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS;FEAD;Belo Horizonte;31;MG
FACULDADE LUTERANA DE TEOLOGIA;FLT;São Bento do Sul;42;SC
ESCOLA DA CIDADE - FACULDADE DE ARQUITETURA E URBANISMO;ESCOLA DA CIDADE;São Paulo;35;SP
FACULDADE ANHANGUERA DE PASSO FUNDO;;Passo Fundo;43;RS
FACULDADE CENTRO PAULISTA;CESI;Ibitinga;35;SP
FACULDADE DE JABOTICABAL;FAJAB;Jaboticabal;35;SP
FACULDADE DE ARUJÁ;FAR;Arujá;35;SP
FACULDADE DE AGUDOS;FAAG;Agudos;35;SP
FACULDADE DO ESTADO DO MARANHÃO;FACEM;São Luís;21;MA
FACULDADE VERDE NORTE;FAVENORTE;Mato Verde;31;MG
FACULDADE PAN AMAZÔNICA;FAPAN;Belém;15;PA
FACULDADE MARIA MILZA - CAMPUS FACTAE;FAMAM-FACTAE;Cruz das Almas;29;BA
FACULDADE CIDADE DE PATOS DE MINAS;FPM;Patos de Minas;31;MG
FACULDADE BRASIL NORTE;FABRAN;Macapá;16;AP
FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA;FESAR;Redenção;15;PA
INSTITUTO SUPERIOR DE EDUCAÇÃO DE BARRETOS;ISEB;Barretos;35;SP
FACULDADE DEL REY;FDR;Belo Horizonte;31;MG
FACULDADE DE TALENTOS HUMANOS;FACTHUS;Uberaba;31;MG
FACULDADE DO SUL;FACSUL;Itabuna;29;BA
FACULDADE DO BAIXO PARNAÍBA;FAP;Chapadinha;21;MA
Faculdade de Desenvolvimento do Rio Grande do Sul;FADERGS;Porto Alegre;43;RS
FACULDADE DO PANTANAL MATOGROSSENSE;FAPAN;Cáceres;51;MT
FACULDADE PROJEÇÃO DO GUARÁ;;Brasília;53;DF
INSTITUTO SUPERIOR DE EDUCAÇÃO OCIDENTE;OCIDEMNTE;Salvador;29;BA
FACULDADE BARRETOS;FB;Barretos;35;SP
FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE;;Primavera do Leste;51;MT
FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE;;Primavera do Leste;51;MT
FACULDADE CENECISTA DE SINOP;FACENOP;Sinop;51;MT
INSTITUTO DE ENSINO SUPERIOR SANTA CECÍLIA;IESC;Arapiraca;27;AL
FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE CAMPINAS;FAC. INPG - CAMPINAS;Campinas;35;SP
