nome;sigla;municipio;id_uf;uf
Faculdade AVEC de Vilhena;AVEC;Vilhena;11;RO
FACULDADES INTEGRADAS DE ARACRUZ;FAACZ;Aracruz;32;ES
FACULDADE MONTENEGRO;FAM;Ibicaraí;29;BA
CENTRO UNIVERSITÁRIO CARIOCA;UNICARIOCA;Rio de Janeiro;33;RJ
FACULDADE INTERAÇÃO AMERICANA;FIA;São Bernardo do Campo;35;SP
FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE;FADILESTE;Reduto;31;MG
CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE;CTESOP;Assis Chateaubriand;41;PR
UNIVERSIDADE DO CEUMA - UNICEUMA;UNICEUMA;São Luís;21;MA
FACULDADE DE FILOSOFIA E CIÊNCIAS HUMANAS DE GOIATUBA;FAFICH;Goiatuba;52;GO
FACULDADE PRESBITERIANA GAMMON;FAGAMMON;Lavras;31;MG
CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO-OESTE;UNIDESC;Luziânia;52;GO
FACULDADE DE SÃO LOURENÇO;FASAMA;São Lourenço;31;MG
UNIVERSIDADE DO TOCANTINS;UNITINS;Palmas;17;TO
UNIVERSIDADE FEDERAL DO AMAPÁ;UNIFAP;Macapá;16;AP
FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE;FCHVRG;Olímpia;35;SP
FACULDADE ARQUIDIOCESANA DE CURVELO;FAC;Curvelo;31;MG
FACULDADE DE CIÊNCIAS HUMANAS DE FORTALEZA;FCHFOR;Fortaleza;23;CE
FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA;FCTFOR;Fortaleza;23;CE
FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS;FAVI;Vitória;32;ES
FACULDADE VITORIANA DE TECNOLOGIA;FAVI;Vitória;32;ES
FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI;FATEB;Birigui;35;SP
FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA;FAC-FEA;Araçatuba;35;SP
FACULDADE DE ADMINISTRAÇÃO DE TERESINA;FAT;Teresina;22;PI
FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS;FPPD;Teresina;22;PI
FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS;FPPD;João Pessoa;25;PB
FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA;FAJE;Belo Horizonte;31;MG
FACULDADE DE INFORMÁTICA E ADMINISTRAÇÃO PAULISTA;FIAP;São Paulo;35;SP
CENTRO DE ENSINO SUPERIOR DO AMAPÁ;CEAP;Macapá;16;AP
FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE;FESCG;Campo Grande;50;MS
FACULDADES UNIFICADAS DE FOZ DO IGUAÇU;UNIFOZ;Foz do Iguaçu;41;PR
FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIANA;FESAV;Viana;32;ES
FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU;FEPI;Foz do Iguaçu;41;PR
CENTRO UNIVERSITÁRIO DO LESTE DE MINAS GERAIS;UNILESTEMG;Coronel Fabriciano;31;MG
INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS;IMESA;Assis;35;SP
INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI;IMESB;Bebedouro;35;SP
FACULDADE DE HORTOLÂNDIA;FACH;Hortolândia;35;SP
ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO;EG;Belo Horizonte;31;MG
FACULDADE  PITÁGORAS;;Belo Horizonte;31;MG
FACULDADE DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS SANTA RITA DE CÁSSIA;FACEAS;São Paulo;35;SP
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E DE TECNOLOGIA;FATEC;Porto Velho;11;RO
FACULDADE ESCOLA PAULISTA DE DIREITO;FACEPD;São Paulo;35;SP
FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE SUMARÉ;FECGS;Sumaré;35;SP
FACULDADE ALAGOANA DE ADMINISTRAÇÃO;FAA;Maceió;27;AL
FACULDADE DE BELFORD ROXO;FABEL;Belford Roxo;33;RJ
FACULDADE SANTA LÚCIA;FCACSL;Moji Mirim;35;SP
FACULDADES INTEGRADAS DE PARANAÍBA - FIPAR;FIPAR;Paranaíba;50;MS
FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL;FAFS;Fátima do Sul;50;MS
FACULDADE DE CIÊNCIAS, SAÚDE, EXATAS E JURÍDICAS DE TERESINA;FACULDADE CEUT;Teresina;22;PI
FACULDADE DE CIÊNCIAS CONTÁBEIS DE NAVIRAI;FACINAV;Naviraí;50;MS
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE CASCAVEL;FCSAC;Cascavel;41;PR
FACULDADE REGES DE DRACENA;FCGD;Dracena;35;SP
FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS DE SÃO ROQUE;FACCSR;São Roque;35;SP
CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE;;Campo Grande;50;MS
FACULDADE CATÓLICA DE ANÁPOLIS;CATÓLICA DE ANÁPOLIS;Anápolis;52;GO
Faculdades Magsul;FAMAG;Ponta Porã;50;MS
ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO;ESPM;Rio de Janeiro;33;RJ
INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS;INCISOH;Januária;31;MG
UNIVERSIDADE SANTA CECÍLIA;UNISANTA;Santos;35;SP
UNIVERSIDADE METROPOLITANA DE SANTOS;UNIMES;Santos;35;SP
FACULDADE DE TECNOLOGIA DE TAQUARITINGA;FATEC/TQ;Taquaritinga;35;SP
FACULDADE DE LUCÉLIA;;Lucélia;35;SP
FACULDADES INTEGRADAS DE PONTA PORÃ;FIP;Ponta Porã;50;MS
FACULDADE PRUDENTE DE MORAES;FPM;Itu;35;SP
FACULDADE DE CIÊNCIAS E EDUCAÇÃO DE RUBIATABA;FACER;Rubiataba;52;GO
ESCOLA SUPERIOR EM MEIO AMBIENTE;ESMA;Iguatama;31;MG
FACULDADE SENAI-CETIQT;SENAI-CETIQT;Rio de Janeiro;33;RJ
Faculdade de Duque de Caxias;FDC;Duque de Caxias;33;RJ
Centro Universitário de Bauru;;Bauru;35;SP
FACULDADE DE FORMAÇÃO DE PROFESSORES DE AFOGADOS DA INGAZEIRA;FAFOPAI;Afogados da Ingazeira;26;PE
FACULDADE SUDOESTE PAULISTANO;FASUP;São Paulo;35;SP
INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC;BOM JESUS/IELUSC;Joinville;42;SC
FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU;FACTU;Unaí;31;MG
FACULDADE DE CIÊNCIAS DE TIMBAÚBA;FACET;Timbaúba;26;PE
UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;UENF;Campos dos Goytacazes;33;RJ
UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL;UEMS;Dourados;50;MS
FACULDADE DE ECONOMIA E FINANÇAS IBMEC;FACULDADES IBMEC;Rio de Janeiro;33;RJ
CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO;UNISAL;Americana;35;SP
UNIÃO DE ESCOLAS SUPERIORES DA FUNESO;UNESF;Olinda;26;PE
UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Belo Horizonte;31;MG
FACULDADES INTEGRADAS DE TRÊS LAGOAS;AEMS;Três Lagoas;50;MS
CENTRO UNIVERSITÁRIO UNIVATES;UNIVATES;Lajeado;43;RS
UNIVERSIDADE POSITIVO;UP;Curitiba;41;PR
CENTRO UNIVERSITÁRIO HERMINIO OMETTO;UNIARARAS;Araras;35;SP
CENTRO UNIVERSITÁRIO ANHANGÜERA;UNIFIAN;Leme;35;SP
UNIÃO DAS FACULDADES DOS GRANDES LAGOS;UNILAGO;São José do Rio Preto;35;SP
FACULDADE CAMPOS ELÍSEOS;FCE;São Paulo;35;SP
INSTITUTO DE ENSINO SUPERIOR FUCAPI;CESF;Manaus;13;AM
FACULDADE DA SEUNE;SEUNE;Maceió;27;AL
FACULDADE DE TECNOLOGIA E CIÊNCIAS DE FEIRA DE SANTANA;FTC;Feira de Santana;29;BA
FACULDADE MAURÍCIO DE NASSAU DE SALVADOR;FMN SALVADOR;Salvador;29;BA
Estácio FIB - Centro Universitário Estácio da Bahia;Estácio FIB;Salvador;29;BA
FACULDADE LOURENÇO FILHO;FLF;Fortaleza;23;CE
CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;IESB;Brasília;53;DF
Faculdade Doctum de Vila Velha;DOCTUM;Vila Velha;32;ES
Faculdade Doctum de Vitória;DOCTUM;Vitória;32;ES
INSTITUTO DE ENSINO E PESQUISA OBJETIVO;IEPO;Palmas;17;TO
FACULDADE DE JUSSARA;FAJ;Jussara;52;GO
FACULDADE ALDETE MARIA ALVES;FAMA;Iturama;31;MG
FACULDADE CNEC UNAÍ;;Unaí;31;MG
INSTITUTO DE ENSINO SUPERIOR DA FUNLEC;IESF;Campo Grande;50;MS
FACULDADE AFIRMATIVO;FAFI;Cuiabá;51;MT
INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA;IESP;João Pessoa;25;PB
FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS;FAFIC;Cajazeiras;25;PB
Faculdade Estácio do Recife - Estácio FIR;Estácio FIR;Recife;26;PE
FACULDADE INTEGRADO DE CAMPO MOURÃO;CEI;Campo Mourão;41;PR
FACULDADE MARINGÁ;CESPAR;Maringá;41;PR
FACULDADE ARTHUR SÁ EARP NETO;FASE;Petrópolis;33;RJ
FACULDADE DE ENGENHARIA DE RESENDE;FER;Resende;33;RJ
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;IFRN;Natal;24;RN
FACULDADE CENECISTA DE BENTO GONÇALVES;FACEBG;Bento Gonçalves;43;RS
FACULDADE METODISTA DE SANTA MARIA;FAMES;Santa Maria;43;RS
FACULDADE DE EDUCAÇÃO DE COLORADO DO OESTE;FAEC;Colorado do Oeste;11;RO
FACULDADES INTEGRADAS APARÍCIO CARVALHO;FIMCA;Porto Velho;11;RO
FACULDADE SÃO LUÍS DE FRANÇA;FSLF;Aracaju;28;SE
FACULDADES INTEGRADAS DE BAURU;FIB;Bauru;35;SP
FACULDADE DE PRESIDENTE EPITÁCIO - FAPE;FAPE;Presidente Epitácio;35;SP
FACULDADES INTEGRADAS DE SÃO PAULO;FISP;São Paulo;35;SP
FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE SÃO PAULO;FECG-SP;São Paulo;35;SP
FACULDADE CARLOS DRUMMOND DE ANDRADE;FCDA;São Paulo;35;SP
Centro Universitário Estácio do Ceará;Estácio FIC;Fortaleza;23;CE
CENTRO UNIVERSITÁRIO EURO-AMERICANO;UNIEURO;Brasília;53;DF
FACULDADE SANTA TEREZINHA;CEST;São Luís;21;MA
UNIÃO DAS ESCOLAS DO GRUPO FAIMI DE EDUCAÇÃO;FAIMI;Mirassol;35;SP
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE;IF Fluminense;Campos dos Goytacazes;33;RJ
FACULDADE REGES DE OSVALDO CRUZ;;Osvaldo Cruz;35;SP
INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR;IESUS;Salvador;29;BA
INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE BARREIRAS;IESUB;Barreiras;29;BA
FACULDADES INTEGRADAS ESPÍRITA;FIES;Curitiba;41;PR
UNIVERSIDADE ESTADUAL DO CENTRO OESTE;UNICENTRO;Guarapuava;41;PR
UNIVERSIDADE DE ITAÚNA;UI;Itaúna;31;MG
CENTRO UNIVERSITÁRIO DO NORTE PAULISTA;UNORP;São José do Rio Preto;35;SP
FACULDADE METODISTA DE CIÊNCIAS HUMANAS E EXATAS;METODISTA;Birigui;35;SP
FACULDADE SANTO AGOSTINHO;FSA;Teresina;22;PI
FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU;FACIG;Igarassu;26;PE
FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG;FEAD - MG;Belo Horizonte;31;MG
FACULDADE GAMA E SOUZA;FGS;Rio de Janeiro;33;RJ
FACULDADES INTEGRADAS DE VITÓRIA;FDV;Vitória;32;ES
FACULDADE DE CIÊNCIAS HUMANAS;IMENSU;Mairiporã;35;SP
CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Salto;35;SP
FACULDADE SENAI DE TECNOLOGIA GRÁFICA;SP SENAI;São Paulo;35;SP
FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE;FANESE;Aracaju;28;SE
UNIVERSIDADE CÂNDIDO MENDES;UCAM;Rio de Janeiro;33;RJ
FACULDADE SALESIANA DE SANTA TERESA;FSST;Corumbá;50;MS
FACULDADE CENECISTA DE ITABORAÍ;FACNEC;Itaboraí;33;RJ
ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS;ESFA;Santa Teresa;32;ES
CENTRO DE ENSINO SUPERIOR DE VITÓRIA;CESV;Vitória;32;ES
FACULDADE CAMBURY;CAMBURY;Goiânia;52;GO
INSPER INSTITUTO DE ENSINO E PESQUISA;INSPER;São Paulo;35;SP
FACULDADE DE ALTA FLORESTA;FAF;Alta Floresta;51;MT
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA;IFPB;João Pessoa;25;PB
FACULDADE METROPOLITANA DE CAMAÇARI;FAMEC;Camaçari;29;BA
FACULDADE ANHANGUERA DE BRASÍLIA;FAB;Brasília;53;DF
FACULDADE DE SABARÁ;SOECS;Sabará;31;MG
FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS;ESTÁCIO FARGS;Porto Alegre;43;RS
INSTITUTO DE ENSINO SUPERIOR DE AMERICANA;IESA;Americana;35;SP
CENTRO UNIVERSITÁRIO JORGE AMADO;UNIJORGE;Salvador;29;BA
CENTRO UNIVERSITÁRIO MÓDULO;MÓDULO;Caraguatatuba;35;SP
UNIVERSIDADE DO PLANALTO CATARINENSE;UNIPLAC;Lages;42;SC
FACULDADE INTEGRAL CANTAREIRA;F.I.C.;São Paulo;35;SP
INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA;IESF;Fortaleza;23;CE
FACULDADE DE CIÊNCIAS DA SAÚDE DE SÃO PAULO;FACIS;São Paulo;35;SP
FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA;SENAI;São Caetano do Sul;35;SP
CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Maringá;41;PR
FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ;FACET;Curitiba;41;PR
FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS;FAMC;Nova Lima;31;MG
FACULDADE SANTA RITA;FASAR;Conselheiro Lafaiete;31;MG
FACULDADE DE AMAMBAI;FIAMA;Amambai;50;MS
FACULDADE EDUCACIONAL DA LAPA;FAEL;Lapa;41;PR
FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL;;Natal;24;RN
FACULDADE INTEGRADA DE ENSINO SUPERIOR DE COLINAS;FIESC;Colinas do Tocantins;17;TO
CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;UNIFEOB;São João da Boa Vista;35;SP
Escola de Estudos Superiores de Viçosa;ESUV;Viçosa;31;MG
FACULDADES INTEGRADAS RIO BRANCO;FRB;São Paulo;35;SP
FACULDADES INTEGRADAS DE VÁRZEA GRANDE;FIAVEC;Várzea Grande;51;MT
FACULDADE CASTELO BRANCO;FCB;Colatina;32;ES
CENTRO UNIVERSITÁRIO ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE;TOLEDO PRUDENTE;Presidente Prudente;35;SP
FACULDADES INTEGRADAS MACHADO DE ASSIS;FEMA;Santa Rosa;43;RS
FACULDADE DE ADMINISTRAÇÃO DE CAMPO BELO;FACAMP;Campo Belo;31;MG
FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA;FISMA;Andradina;35;SP
FEFISA - FACULDADES INTEGRADAS DE SANTO ANDRÉ;FEFISA;Santo André;35;SP
CENTRO UNIVERSITÁRIO DE LINS;UNILINS;Lins;35;SP
FACULDADE PITÁGORAS DE IMPERATRIZ;;Imperatriz;21;MA
FACULDADE ALVORADA DE TECNOLOGIA E EDUCAÇÃO DE MARINGÁ;FACULDADE ALVORADA;Maringá;41;PR
ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS;EBAPE;Rio de Janeiro;33;RJ
FACULDADE SABERES;SABERES;Vitória;32;ES
FACULDADE DE TECNOLOGIA IBTA;IBTA;São Paulo;35;SP
CLARETIANO - FACULDADE - CLARETIANORC;CLARETIANORC;Rio Claro;35;SP
FACULDADE DO NORTE NOVO DE APUCARANA;FACNOPAR;Apucarana;41;PR
FACULDADE DEHONIANA;DEHONIANA;Taubaté;35;SP
FACULDADE INTEGRADA EUCLIDES FERNANDES;FAJ;Jequié;29;BA
FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN;FAJANSSEN;Belo Horizonte;31;MG
FACULDADE DA REGIÃO SERRANA;FARESE;Santa Maria de Jetibá;32;ES
FACULDADE MANTENENSE DOS VALES GERAIS (INTERVALE);INTERVALE;Mantena;31;MG
FACULDADE DE ADMINISTRAÇÃO DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO;FABE;Marau;43;RS
INSTITUTO SUPERIOR DE EDUCAÇÃO ALVORADA PLUS;ISEAP;São Paulo;35;SP
FACULDADE DE CIÊNCIAS EMPRESARIAIS E ESTUDOS COSTEIROS DE NATAL;FACEN;Natal;24;RN
FACULDADE DE CIÊNCIAS GERENCIAIS DE SANTOS DUMONT;FACIG;Santos Dumont;31;MG
INSTITUTO SUPERIOR DE EDUCAÇÃO DE SANTOS DUMONT;ISESD;Santos Dumont;31;MG
CENTRO UNIVERSITÁRIO DE ITAJUBÁ;FEPI;Itajubá;31;MG
FACULDADES INTEGRADAS REGIONAIS DE AVARÉ;FIRA;Avaré;35;SP
FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA;FARESC;Curitiba;41;PR
FACULDADE MERCÚRIO;FAMERC;Rio de Janeiro;33;RJ
FACULDADE DE TECNOLOGIA DE OURINHOS;FATEC;Ourinhos;35;SP
FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA;FAIBI;Ibitinga;35;SP
FACULDADE MUNICIPAL PROFESSOR FRANCO MONTORO DE MOGI GUAÇU;FMPFM;Mogi Guaçu;35;SP
FACULDADE ATUAL;FAAT;Macapá;16;AP
CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS;FEI;São Bernardo do Campo;35;SP
FACULDADE EDUCACIONAL DE ARAUCÁRIA;FACEAR;Araucária;41;PR
FACULDADE CASA DO ESTUDANTE;FACE;Aracruz;32;ES
FACULDADE DA ESCADA;FAESC;Escada;26;PE
FACULDADE DE CIÊNCIAS AGRÁRIAS E DA SAÚDE;FAS;Lauro de Freitas;29;BA
FACULDADE RANCHARIENSE;FRAN;Rancharia;35;SP
UNIDADE DE ENSINO SUPERIOR DOM BOSCO;UNDB;São Luís;21;MA
FACULDADE DE MONTE ALTO;FMA;Monte Alto;35;SP
Faculdade Doctum de Direito da Serra;DOCTUM;Serra;32;ES
FACULDADE ENIAC;ENIAC;Guarulhos;35;SP
Faculdade Regional da Bahia;FARB/UNIRB;Feira de Santana;29;BA
FACULDADE EUROPÉIA DE ADMINISTRAÇÃO E MARKETING;FEPAM;Jaboatão dos Guararapes;26;PE
CENTRO UNIVERSITÁRIO CHRISTUS;UNICHRISTUS;Fortaleza;23;CE
FACULDADE DO LITORAL SUL PAULISTA;FALS;Praia Grande;35;SP
FACULDADE DO NOROESTE PARANAENSE;FANP;Nova Esperança;41;PR
FACULDADE ANCHIETA DE ENSINO SUPERIOR DO PARANÁ;FAESP;Curitiba;41;PR
FACULDADE CATÓLICA DE UBERLÂNDIA;FCU;Uberlândia;31;MG
FACULDADE SANTO AGOSTINHO;FACSA;Ipiaú;29;BA
FACULDADE CRISTO REI;FACCREI;Cornélio Procópio;41;PR
FACULDADE SÃO CAMILO;FASC;Rio de Janeiro;33;RJ
INSTITUTO DE ENSINO SUPERIOR MATERDEI;IES-MATERDEI;Manaus;13;AM
FACULDADE EDUCACIONAL DE COLOMBO;FAEC;Colombo;41;PR
ESCOLA DE ENSINO SUPERIOR FABRA;FABRA;Serra;32;ES
FACULDADE PEREIRA DE FREITAS;FPF;Ipatinga;31;MG
FACULDADE MAURÍCIO DE NASSAU DE LAURO FREITAS;FABAC;Lauro de Freitas;29;BA
FACULDADE DE MINAS;FAMINAS;Muriaé;31;MG
FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL;FACIMED;Cacoal;11;RO
FACULDADE CAPIVARI;FUCAP;Capivari de Baixo;42;SC
FACULDADE DE CIÊNCIAS EXATAS E TECNOLÓGICAS SANTO AGOSTINHO - FACET;FACET;Montes Claros;31;MG
FACULDADE DE SÃO BENTO;FSB;São Paulo;35;SP
FACULDADE DE DIREITO PADRE ARNALDO JANSSEN;FAJANSSEN;Belo Horizonte;31;MG
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS SANTO AGOSTINHO;FACISA;Montes Claros;31;MG
FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES;UNIPACAT;Cataguases;31;MG
FACULDADES INTEGRADAS DO VALE DO IGUAÇU;;União da Vitória;41;PR
FACULDADE CNEC ILHA DO GOVERNADOR;;Rio de Janeiro;33;RJ
INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO;SINGULARIDADES/ISESP;São Paulo;35;SP
INSTITUTO DE ENSINO SUPERIOR FRANCISCANO;IESF;Paço do Lumiar;21;MA
FACULDADE PALOTINA;FAPAS;Santa Maria;43;RS
FACULDADE BIRIGUI;FABI;Birigui;35;SP
FACULDADE SINOP;FASIP;Sinop;51;MT
FACULDADE LA SALLE;;Lucas do Rio Verde;51;MT
FACULDADE EVANGÉLICA DE SALVADOR;FACESA;Salvador;29;BA
FACULDADE GLOBAL DE UMUARAMA;FGU;Umuarama;41;PR
INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL;INESUL;Londrina;41;PR
FACULDADE DE NOVA SERRANA;FANS;Nova Serrana;31;MG
FACULDADE CUIABÁ;FAUC;Cuiabá;51;MT
FACULDADE JK SOBRADINHO;;Brasília;53;DF
FACULDADE DE TECNOLOGIA IBRATEC;IBRATEC;Recife;26;PE
FACULDADE DE SORRISO;FAIS;Sorriso;51;MT
FACULDADE LEGALE;FALEG;São Paulo;35;SP
FACULDADE DE ENSINO SUPERIOR DA PARAÍBA;FESP;João Pessoa;25;PB
FACULDADE DE PAULÍNIA;FACP;Paulínia;35;SP
FACULDADE DE ORLÂNDIA;FAO;Orlândia;35;SP
INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE SAMAMBAIA;IESA;Brasília;53;DF
FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA;FACULDADES CATHEDRAL;Barra do Garças;51;MT
INSTITUTO BATISTA DE ENSINO SUPERIOR DE ALAGOAS;IBESA;Maceió;27;AL
FACULDADE DE TECNOLOGIA SENAI JOINVILLE;SENAI DE JOINVILLE;Joinville;42;SC
FACULDADE DE TECNOLOGIA SENAI BLUMENAU;CET BLUMENAU;Blumenau;42;SC
INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA;ITCSAS/CENSA;Campos dos Goytacazes;33;RJ
INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA;ISECENSA;Campos dos Goytacazes;33;RJ
FACULDADE DE TECNOLOGIA EM HOTELARIA, GASTRONOMIA E TURISMO DE SÃO PAULO;HOTEC;São Paulo;35;SP
FACULDADE DE TECNOLOGIA DE ALAGOAS;FAT/AL;Maceió;27;AL
FACULDADE ALBERT EINSTEIN;FALBE;Brasília;53;DF
FACULDADE DO VALE DO ITAPECURÚ;FAI;Caxias;21;MA
FACULDADE BRASILEIRA DE TECNOLOGIA;FBT;Aracaju;28;SE
FACULDADE DO ESPÍRITO SANTO;UNES;Cachoeiro de Itapemirim;32;ES
FACULDADE TIJUCUSSU;TIJUCUSSU;São Caetano do Sul;35;SP
INSTITUTO SUPERIOR DE EDUCAÇÃO ORÍGENES LESSA;ISEOL;Lençóis Paulista;35;SP
CENTRO DE ESTUDOS SUPERIORES APRENDIZ;CESA;Barbacena;31;MG
FACULDADE METROPOLITANA DA GRANDE FORTALEZA;FAMETRO;Fortaleza;23;CE
FACULDADE SINERGIA;SINERGIA;Navegantes;42;SC
FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU;FACIG;Manhuaçu;31;MG
CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ;;Juiz de Fora;31;MG
FACULDADE AVANTIS;AVANTIS;Balneário Camboriú;42;SC
INSTITUTO DE ENSINO SUPERIOR DE PIEDADE;IESP;Jaboatão dos Guararapes;26;PE
FACULDADE DE CIÊNCIAS HUMANAS E DA SAÚDE;SESPA;Patos de Minas;31;MG
FACULDADE DE MEDICINA NOVA ESPERANÇA;FAMENE;João Pessoa;25;PB
INSTITUTO CUIABÁ DE ENSINO E CULTURA;ICEC;Cuiabá;51;MT
INSTITUTO SUPERIOR DE EDUCAÇÃO ELVIRA DAYRELL;ISEED;Virginópolis;31;MG
SEMINÁRIO ADVENTISTA LATINO-AMERICANO DE TEOLOGIA;SALT;Cachoeira;29;BA
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP;FACISAS;Sinop;51;MT
FACULDADE DE TAQUARITINGA;FTGA;Taquaritinga;35;SP
FACULDADE ESAMC SOROCABA;ESAMC;Sorocaba;35;SP
INSTITUTO SUPERIOR DE EDUCAÇÃO DE PESQUEIRA;ISEP;Pesqueira;26;PE
FACULDADE SETELAGOANA DE CIÊNCIAS GERENCIAIS;FASCIG;Sete Lagoas;31;MG
INSTITUTO SANTO TOMÁS DE AQUINO;ISTA;Belo Horizonte;31;MG
INSTITUTO SUPERIOR DE EDUCAÇÃO DE SALGUEIRO;ISES;Salgueiro;26;PE
FACULDADE JK - UNIDADE II - GAMA;;Brasília;53;DF
FACULDADE DE ROLIM DE MOURA;FAROL;Rolim de Moura;11;RO
FACULDADE DE GUANAMBI;;Guanambi;29;BA
FACULDADE DE CAMPINA GRANDE;FAC-CG;Campina Grande;25;PB
INSTITUTO SUPERIOR DE EDUCAÇÃO CAMPO LIMPO PAULISTA;ISECAMP;Campo Limpo Paulista;35;SP
INSTITUTO SUPERIOR DE EDUCAÇÃO DE FLORESTA;ISEF;Floresta;26;PE
